CódigoTransação,DataVenda,Status,FormaPagamento,Produto,Parcelas,ValorParcela,ValorVenda,ValorComissão,ValorTotalVenda,TipoCheckout,Vendedor
PPCPMTB5DG4P4M,11/02/2024 09:35:11,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG4OBE,11/02/2024 09:32:24,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG4KC1,11/02/2024 09:23:45,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG4K4O,11/02/2024 09:22:43,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG6A88,11/02/2024 11:28:48,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG676A,11/02/2024 11:16:32,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG673F,11/02/2024 11:16:08,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2IIK,11/02/2024 03:12:47,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2K8D,11/02/2024 03:52:05,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2K87,11/02/2024 03:51:58,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2K08,11/02/2024 03:43:17,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2J4E,11/02/2024 03:24:27,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2IKL,11/02/2024 03:15:00,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2IJB,11/02/2024 03:13:42,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2I30,11/02/2024 02:58:57,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG65HK,11/02/2024 11:10:27,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2GKM,11/02/2024 02:30:08,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2GA7,11/02/2024 02:21:09,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2FJH,11/02/2024 02:04:55,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2EF6,11/02/2024 01:43:37,Aprovado,Cartão de Crédito,Produto principal,5,21.17,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2D3I,11/02/2024 01:19:55,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2CBJ,11/02/2024 01:09:08,Devolvida,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG2KFM,11/02/2024 04:00:46,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG3CKK,11/02/2024 07:40:42,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG3E8F,11/02/2024 07:47:41,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG6DHF,11/02/2024 11:42:20,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5PN8,11/02/2024 10:48:42,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5G5F,11/02/2024 10:14:06,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5GHE,11/02/2024 10:15:43,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5GN9,11/02/2024 10:16:17,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5HBF,11/02/2024 10:17:50,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5HDA,11/02/2024 10:17:54,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5J3A,11/02/2024 10:23:36,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5JNF,11/02/2024 10:26:37,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5L11,11/02/2024 10:30:32,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG5OOC,11/02/2024 10:45:11,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG605J,11/02/2024 10:49:54,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG3FPG,11/02/2024 07:54:16,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG628N,11/02/2024 10:58:23,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG9LHJ,11/02/2024 18:57:15,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG9L9A,11/02/2024 18:55:37,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG9KNJ,11/02/2024 18:52:53,Rejeitado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH63ED,13/02/2024 23:29:40,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7HLO,14/02/2024 08:23:17,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7G9D,14/02/2024 08:16:26,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7G4M,14/02/2024 08:15:33,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7G3G,14/02/2024 08:15:18,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8A8K,14/02/2024 09:17:54,Cancelado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9F97,14/02/2024 10:34:05,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH5O0O,13/02/2024 22:53:42,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7KJ5,14/02/2024 08:34:44,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1MI9,13/02/2024 13:54:10,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1MH2,13/02/2024 13:53:55,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1M31,13/02/2024 13:51:42,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1IH4,13/02/2024 13:38:25,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1HO7,13/02/2024 13:35:40,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1GLM,13/02/2024 13:31:11,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7IM0,14/02/2024 08:27:44,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7P8A,14/02/2024 08:52:46,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH76GI,14/02/2024 07:26:11,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH92JL,14/02/2024 09:58:28,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7FE7,14/02/2024 08:12:49,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7FIN,14/02/2024 08:13:24,Rejeitado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9BK4,14/02/2024 10:22:46,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9A4G,14/02/2024 10:17:22,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH97M6,14/02/2024 10:10:26,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH97JP,14/02/2024 10:10:10,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH90OE,14/02/2024 09:54:33,Devolvida,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH820M,14/02/2024 09:01:27,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8PJJ,14/02/2024 09:52:02,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8H71,14/02/2024 09:32:35,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8AH7,14/02/2024 09:18:57,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6D6G,14/02/2024 01:17:22,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8ABO,14/02/2024 09:18:18,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH832F,14/02/2024 09:02:21,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1CDO,13/02/2024 13:16:33,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1C6P,13/02/2024 13:15:41,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1BA1,13/02/2024 13:12:15,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH2BNB,13/02/2024 14:51:03,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH4G49,13/02/2024 19:38:41,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH4C96,13/02/2024 19:13:50,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH3HBB,13/02/2024 17:19:25,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH2PF2,13/02/2024 15:51:56,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH2GCL,13/02/2024 15:10:56,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH5P12,13/02/2024 23:00:08,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH28G4,13/02/2024 14:38:05,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1B2M,13/02/2024 13:11:08,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH288E,13/02/2024 14:36:56,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH2822,13/02/2024 14:35:50,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH275O,13/02/2024 14:32:25,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH26OD,13/02/2024 14:31:17,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH25KM,13/02/2024 14:26:44,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH25KG,13/02/2024 14:26:43,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH4GAJ,13/02/2024 19:40:03,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH4HO0,13/02/2024 19:49:22,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH4M8G,13/02/2024 20:14:27,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH51MI,13/02/2024 20:47:17,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH20OO,13/02/2024 14:10:43,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1PEK,13/02/2024 14:05:24,Cancelado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1N6G,13/02/2024 13:56:15,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1MMO,13/02/2024 13:54:49,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH13HL,13/02/2024 12:40:56,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH147M,13/02/2024 12:43:12,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH152B,13/02/2024 12:46:36,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH17LE,13/02/2024 12:58:13,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH17MJ,13/02/2024 12:58:20,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH19IA,13/02/2024 13:05:37,Rejeitado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH19P5,13/02/2024 13:06:31,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1A6C,13/02/2024 13:07:34,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH1A77,13/02/2024 13:07:41,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH76LL,14/02/2024 07:27:14,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6EAD,14/02/2024 01:32:53,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGA090,11/02/2024 19:25:38,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7I32,11/02/2024 14:04:24,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG6PLE,11/02/2024 12:37:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG6PHL,11/02/2024 12:37:06,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG6P06,11/02/2024 12:34:02,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG6N4F,11/02/2024 12:25:08,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7HGF,11/02/2024 14:02:03,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7HNP,11/02/2024 14:03:23,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7I7O,11/02/2024 14:05:21,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG705G,11/02/2024 12:40:00,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8H5O,11/02/2024 16:08:34,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8E5B,11/02/2024 15:53:02,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8DI8,11/02/2024 15:50:28,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8AE4,11/02/2024 15:34:36,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8AD7,11/02/2024 15:34:24,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG89EB,11/02/2024 15:29:13,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7010,11/02/2024 12:38:53,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG70OC,11/02/2024 12:43:39,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6G6A,14/02/2024 02:05:18,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7EJ1,11/02/2024 13:48:47,Rejeitado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG6J5O,11/02/2024 12:06:49,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8J85,11/02/2024 16:19:09,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8H65,11/02/2024 16:08:37,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7H18,11/02/2024 13:59:29,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7F99,11/02/2024 13:51:36,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7F22,11/02/2024 13:50:34,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7EA3,11/02/2024 13:47:02,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7138,11/02/2024 12:44:37,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7E29,11/02/2024 13:45:52,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7DLE,11/02/2024 13:44:42,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7827,11/02/2024 13:18:04,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG75PN,11/02/2024 13:07:46,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG75F0,11/02/2024 13:05:48,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7237,11/02/2024 12:49:04,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG87H3,11/02/2024 15:20:28,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG860L,11/02/2024 15:11:59,Rejeitado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG85GB,11/02/2024 15:10:08,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6OI4,14/02/2024 06:09:59,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH711D,14/02/2024 06:41:07,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH70NN,14/02/2024 06:39:23,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH70A5,14/02/2024 06:32:44,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6PNI,14/02/2024 06:27:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6P25,14/02/2024 06:16:26,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6OM1,14/02/2024 06:12:30,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6NLI,14/02/2024 05:54:37,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8H76,11/02/2024 16:08:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6N8L,14/02/2024 05:44:24,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6M7I,14/02/2024 05:15:17,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6LF4,14/02/2024 04:52:31,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6HF6,14/02/2024 02:34:28,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6H74,14/02/2024 02:29:41,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6GLC,14/02/2024 02:18:41,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH712K,14/02/2024 06:41:41,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH72A7,14/02/2024 06:55:13,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH74KM,14/02/2024 07:13:45,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGIIN3,12/02/2024 16:08:35,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGII12,12/02/2024 16:05:03,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHDK1O,14/02/2024 18:22:25,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG8570,11/02/2024 15:08:05,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7I99,11/02/2024 14:05:34,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7JIN,11/02/2024 14:11:32,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7K2A,11/02/2024 14:13:26,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7MPF,11/02/2024 14:27:39,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7O4M,11/02/2024 14:33:35,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG7P71,11/02/2024 14:38:47,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG836C,11/02/2024 14:57:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG83PH,11/02/2024 15:01:34,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG84A2,11/02/2024 15:03:40,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DG85C6,11/02/2024 15:09:14,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHPGNP,16/02/2024 00:00:31,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC8J2,12/02/2024 04:09:30,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHPH9D,16/02/2024 00:03:23,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDGC4D,03/02/2024 09:30:14,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDA80,02/02/2024 18:26:42,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDA9J,02/02/2024 18:27:22,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDAEL,02/02/2024 18:29:16,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDJALB,03/02/2024 15:24:40,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDI6FO,03/02/2024 12:08:06,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDH9M9,03/02/2024 10:31:19,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDG042,03/02/2024 09:00:25,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDADF1,02/02/2024 10:33:47,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDFFJC,03/02/2024 08:02:12,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDFDGH,03/02/2024 07:48:25,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDF09H,03/02/2024 04:47:49,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDEPEP,03/02/2024 04:17:29,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDJHI3,03/02/2024 16:11:27,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
